Cause of death,Cause of death Code,County,County Code,Deaths,Population,Crude Rate
Unspecified protein-energy malnutrition,E46,"Jefferson County, Alabama",1073,14,660367,2.120033254
Other obesity,E66.8,"Mobile County, Alabama",1097,12,415395,2.888816668
"Hyperlipidaemia, unspecified",E78.5,"Jefferson County, Alabama",1073,13,660367,1.968602308
"Hyperlipidaemia, unspecified",E78.5,"Mobile County, Alabama",1097,15,415395,3.611020836
"Vascular dementia, unspecified",F01.9,"Calhoun County, Alabama",1015,26,115620,22.48745892
"Vascular dementia, unspecified",F01.9,"Etowah County, Alabama",1055,12,103057,11.64404165
"Vascular dementia, unspecified",F01.9,"Jefferson County, Alabama",1073,33,660367,4.997221242
"Vascular dementia, unspecified",F01.9,"Mobile County, Alabama",1097,16,415395,3.851755558
Unspecified dementia,F03,"Autauga County, Alabama",1001,11,55347,19.87460928
Unspecified dementia,F03,"Baldwin County, Alabama",1003,105,203709,51.5441144
Unspecified dementia,F03,"Blount County, Alabama",1009,14,57673,24.27479063
Unspecified dementia,F03,"Calhoun County, Alabama",1015,39,115620,33.73118838
Unspecified dementia,F03,"Chambers County, Alabama",1017,14,34123,41.0280456
Unspecified dementia,F03,"Coffee County, Alabama",1031,19,51211,37.101404
Unspecified dementia,F03,"Colbert County, Alabama",1033,36,54354,66.23247599
Unspecified dementia,F03,"Cullman County, Alabama",1043,35,82005,42.68032437
Unspecified dementia,F03,"Dale County, Alabama",1045,19,49565,38.33350146
Unspecified dementia,F03,"Dallas County, Alabama",1047,17,41131,41.33135591
Unspecified dementia,F03,"DeKalb County, Alabama",1049,25,71130,35.1469141
Unspecified dementia,F03,"Elmore County, Alabama",1051,21,81468,25.77699219
Unspecified dementia,F03,"Escambia County, Alabama",1053,19,37789,50.27918177
Unspecified dementia,F03,"Etowah County, Alabama",1055,56,103057,54.33886102
Unspecified dementia,F03,"Fayette County, Alabama",1057,12,16759,71.60331762
Unspecified dementia,F03,"Franklin County, Alabama",1059,19,31696,59.94447249
Unspecified dementia,F03,"Geneva County, Alabama",1061,12,26777,44.81457968
Unspecified dementia,F03,"Houston County, Alabama",1069,39,104173,37.43772379
Unspecified dementia,F03,"Jackson County, Alabama",1071,17,52419,32.43098876
Unspecified dementia,F03,"Jefferson County, Alabama",1073,243,660367,36.79772006
Unspecified dementia,F03,"Lamar County, Alabama",1075,10,13886,72.01497912
Unspecified dementia,F03,"Lauderdale County, Alabama",1077,57,92596,61.55773468
Unspecified dementia,F03,"Lee County, Alabama",1081,30,156993,19.10913225
Unspecified dementia,F03,"Limestone County, Alabama",1083,29,91663,31.63762914
Unspecified dementia,F03,"Madison County, Alabama",1089,153,353089,43.33185118
Unspecified dementia,F03,"Marengo County, Alabama",1091,23,20028,114.8392251
Unspecified dementia,F03,"Marion County, Alabama",1093,14,30168,46.40678865
Unspecified dementia,F03,"Marshall County, Alabama",1095,25,94725,26.39218791
Unspecified dementia,F03,"Mobile County, Alabama",1097,136,415395,32.73992224
Unspecified dementia,F03,"Montgomery County, Alabama",1101,58,226519,25.60491614
Unspecified dementia,F03,"Morgan County, Alabama",1103,56,119565,46.83644879
Unspecified dementia,F03,"Pike County, Alabama",1109,14,33046,42.36518792
Unspecified dementia,F03,"St. Clair County, Alabama",1115,41,87074,47.08638629
Unspecified dementia,F03,"Shelby County, Alabama",1117,47,208713,22.51896144
Unspecified dementia,F03,"Talladega County, Alabama",1121,52,80862,64.30709109
Unspecified dementia,F03,"Tallapoosa County, Alabama",1123,27,40844,66.10518069
Unspecified dementia,F03,"Tuscaloosa County, Alabama",1125,53,203976,25.98344903
Unspecified dementia,F03,"Walker County, Alabama",1127,37,65294,56.66676877
"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,"Jefferson County, Alabama",1073,14,660367,2.120033254
Motor neuron disease,G12.2,"Baldwin County, Alabama",1003,10,203709,4.908963276
Motor neuron disease,G12.2,"Jefferson County, Alabama",1073,18,660367,2.725757041
Parkinson's disease,G20,"Baldwin County, Alabama",1003,25,203709,12.27240819
Parkinson's disease,G20,"Blount County, Alabama",1009,11,57673,19.07304978
Parkinson's disease,G20,"Calhoun County, Alabama",1015,12,115620,10.37882719
Parkinson's disease,G20,"Etowah County, Alabama",1055,15,103057,14.55505206
Parkinson's disease,G20,"Houston County, Alabama",1069,10,104173,9.599416355
Parkinson's disease,G20,"Jefferson County, Alabama",1073,53,660367,8.025840177
Parkinson's disease,G20,"Lee County, Alabama",1081,12,156993,7.643652902
Parkinson's disease,G20,"Limestone County, Alabama",1083,17,91663,18.54619639
Parkinson's disease,G20,"Madison County, Alabama",1089,52,353089,14.72716511
Parkinson's disease,G20,"Marshall County, Alabama",1095,11,94725,11.61256268
Parkinson's disease,G20,"Mobile County, Alabama",1097,35,415395,8.425715283
Parkinson's disease,G20,"Montgomery County, Alabama",1101,15,226519,6.621961072
Parkinson's disease,G20,"Morgan County, Alabama",1103,11,119565,9.200016727
Parkinson's disease,G20,"Shelby County, Alabama",1117,14,208713,6.707775749
Parkinson's disease,G20,"Tuscaloosa County, Alabama",1125,21,203976,10.29532886
Parkinson's disease,G20,"Walker County, Alabama",1127,12,65294,18.37841149
"Alzheimer's disease, unspecified",G30.9,"Autauga County, Alabama",1001,22,55347,39.74921857
"Alzheimer's disease, unspecified",G30.9,"Baldwin County, Alabama",1003,80,203709,39.27170621
"Alzheimer's disease, unspecified",G30.9,"Barbour County, Alabama",1005,22,26489,83.0533429
"Alzheimer's disease, unspecified",G30.9,"Blount County, Alabama",1009,20,57673,34.67827233
"Alzheimer's disease, unspecified",G30.9,"Butler County, Alabama",1013,15,20154,74.42691277
"Alzheimer's disease, unspecified",G30.9,"Calhoun County, Alabama",1015,63,115620,54.48884276
"Alzheimer's disease, unspecified",G30.9,"Chambers County, Alabama",1017,23,34123,67.40321777
"Alzheimer's disease, unspecified",G30.9,"Cherokee County, Alabama",1019,16,25859,61.87400905
"Alzheimer's disease, unspecified",G30.9,"Chilton County, Alabama",1021,19,43943,43.23783083
"Alzheimer's disease, unspecified",G30.9,"Choctaw County, Alabama",1023,10,13170,75.93014427
"Alzheimer's disease, unspecified",G30.9,"Clarke County, Alabama",1025,26,24675,105.3698075
"Alzheimer's disease, unspecified",G30.9,"Cleburne County, Alabama",1029,10,15018,66.58676255
"Alzheimer's disease, unspecified",G30.9,"Coffee County, Alabama",1031,32,51211,62.48657515
"Alzheimer's disease, unspecified",G30.9,"Colbert County, Alabama",1033,36,54354,66.23247599
"Alzheimer's disease, unspecified",G30.9,"Conecuh County, Alabama",1035,11,12672,86.80555556
"Alzheimer's disease, unspecified",G30.9,"Covington County, Alabama",1039,35,37835,92.50693802
"Alzheimer's disease, unspecified",G30.9,"Crenshaw County, Alabama",1041,10,13963,71.61784717
"Alzheimer's disease, unspecified",G30.9,"Cullman County, Alabama",1043,50,82005,60.97189196
"Alzheimer's disease, unspecified",G30.9,"Dale County, Alabama",1045,29,49565,58.50902855
"Alzheimer's disease, unspecified",G30.9,"Dallas County, Alabama",1047,28,41131,68.07517444
"Alzheimer's disease, unspecified",G30.9,"DeKalb County, Alabama",1049,19,71130,26.71165472
"Alzheimer's disease, unspecified",G30.9,"Elmore County, Alabama",1051,43,81468,52.78146021
"Alzheimer's disease, unspecified",G30.9,"Escambia County, Alabama",1053,10,37789,26.46272725
"Alzheimer's disease, unspecified",G30.9,"Etowah County, Alabama",1055,83,103057,80.53795472
"Alzheimer's disease, unspecified",G30.9,"Franklin County, Alabama",1059,10,31696,31.54972236
"Alzheimer's disease, unspecified",G30.9,"Geneva County, Alabama",1061,14,26777,52.28367629
"Alzheimer's disease, unspecified",G30.9,"Henry County, Alabama",1067,12,17221,69.68236455
"Alzheimer's disease, unspecified",G30.9,"Houston County, Alabama",1069,73,104173,70.0757394
"Alzheimer's disease, unspecified",G30.9,"Jackson County, Alabama",1071,33,52419,62.95427231
"Alzheimer's disease, unspecified",G30.9,"Jefferson County, Alabama",1073,337,660367,51.03222905
"Alzheimer's disease, unspecified",G30.9,"Lauderdale County, Alabama",1077,70,92596,75.59721802
"Alzheimer's disease, unspecified",G30.9,"Lawrence County, Alabama",1079,12,33115,36.23735467
"Alzheimer's disease, unspecified",G30.9,"Lee County, Alabama",1081,41,156993,26.11581408
"Alzheimer's disease, unspecified",G30.9,"Limestone County, Alabama",1083,25,91663,27.27381823
"Alzheimer's disease, unspecified",G30.9,"Macon County, Alabama",1087,11,19105,57.57655064
"Alzheimer's disease, unspecified",G30.9,"Madison County, Alabama",1089,121,353089,34.26898034
"Alzheimer's disease, unspecified",G30.9,"Marion County, Alabama",1093,12,30168,39.77724741
"Alzheimer's disease, unspecified",G30.9,"Marshall County, Alabama",1095,47,94725,49.61731328
"Alzheimer's disease, unspecified",G30.9,"Mobile County, Alabama",1097,139,415395,33.46212641
"Alzheimer's disease, unspecified",G30.9,"Montgomery County, Alabama",1101,122,226519,53.85861672
"Alzheimer's disease, unspecified",G30.9,"Morgan County, Alabama",1103,52,119565,43.49098817
"Alzheimer's disease, unspecified",G30.9,"Pickens County, Alabama",1107,13,20864,62.30828221
"Alzheimer's disease, unspecified",G30.9,"Pike County, Alabama",1109,11,33046,33.28693337
"Alzheimer's disease, unspecified",G30.9,"Randolph County, Alabama",1111,19,22696,83.7151921
"Alzheimer's disease, unspecified",G30.9,"Russell County, Alabama",1113,39,59660,65.37043245
"Alzheimer's disease, unspecified",G30.9,"St. Clair County, Alabama",1115,44,87074,50.53173163
"Alzheimer's disease, unspecified",G30.9,"Shelby County, Alabama",1117,56,208713,26.831103
"Alzheimer's disease, unspecified",G30.9,"Talladega County, Alabama",1121,20,80862,24.73349657
"Alzheimer's disease, unspecified",G30.9,"Tallapoosa County, Alabama",1123,16,40844,39.17344041
"Alzheimer's disease, unspecified",G30.9,"Tuscaloosa County, Alabama",1125,74,203976,36.2787779
"Alzheimer's disease, unspecified",G30.9,"Walker County, Alabama",1127,31,65294,47.47756302
"Alzheimer's disease, unspecified",G30.9,"Winston County, Alabama",1133,14,23877,58.63383172
"Senile degeneration of brain, not elsewhere classified",G31.1,"Baldwin County, Alabama",1003,19,203709,9.327030224
"Senile degeneration of brain, not elsewhere classified",G31.1,"Jefferson County, Alabama",1073,58,660367,8.78299491
"Senile degeneration of brain, not elsewhere classified",G31.1,"Mobile County, Alabama",1097,27,415395,6.499837504
"Senile degeneration of brain, not elsewhere classified",G31.1,"St. Clair County, Alabama",1115,10,87074,11.48448446
"Senile degeneration of brain, not elsewhere classified",G31.1,"Tuscaloosa County, Alabama",1125,23,203976,11.27583637
Other specified degenerative diseases of nervous system,G31.8,"Jefferson County, Alabama",1073,12,660367,1.817171361
"Anoxic brain damage, not elsewhere classified",G93.1,"Jefferson County, Alabama",1073,40,660367,6.057237869
"Anoxic brain damage, not elsewhere classified",G93.1,"Madison County, Alabama",1089,13,353089,3.681791276
"Anoxic brain damage, not elsewhere classified",G93.1,"Marshall County, Alabama",1095,12,94725,12.6682502
"Anoxic brain damage, not elsewhere classified",G93.1,"Mobile County, Alabama",1097,20,415395,4.814694447
"Encephalopathy, unspecified",G93.4,"Baldwin County, Alabama",1003,10,203709,4.908963276
"Encephalopathy, unspecified",G93.4,"Jefferson County, Alabama",1073,19,660367,2.877187988
"Encephalopathy, unspecified",G93.4,"Madison County, Alabama",1089,12,353089,3.398576563
Essential (primary) hypertension,I10,"Baldwin County, Alabama",1003,13,203709,6.381652259
Essential (primary) hypertension,I10,"Chambers County, Alabama",1017,10,34123,29.30574686
Essential (primary) hypertension,I10,"Colbert County, Alabama",1033,13,54354,23.917283
Essential (primary) hypertension,I10,"Cullman County, Alabama",1043,16,82005,19.51100543
Essential (primary) hypertension,I10,"Houston County, Alabama",1069,11,104173,10.55935799
Essential (primary) hypertension,I10,"Jefferson County, Alabama",1073,42,660367,6.360099763
Essential (primary) hypertension,I10,"Madison County, Alabama",1089,27,353089,7.646797266
Essential (primary) hypertension,I10,"Mobile County, Alabama",1097,31,415395,7.462776394
Essential (primary) hypertension,I10,"Montgomery County, Alabama",1101,51,226519,22.51466764
Essential (primary) hypertension,I10,"Morgan County, Alabama",1103,10,119565,8.36365157
Essential (primary) hypertension,I10,"Russell County, Alabama",1113,14,59660,23.46630908
Hypertensive heart disease with (congestive) heart failure,I11.0,"Jefferson County, Alabama",1073,12,660367,1.817171361
Hypertensive heart disease with (congestive) heart failure,I11.0,"Madison County, Alabama",1089,11,353089,3.115361849
Hypertensive heart disease with (congestive) heart failure,I11.0,"Mobile County, Alabama",1097,10,415395,2.407347224
Hypertensive heart disease with (congestive) heart failure,I11.0,"Montgomery County, Alabama",1101,18,226519,7.946353286
Hypertensive heart disease without (congestive) heart failure,I11.9,"Baldwin County, Alabama",1003,19,203709,9.327030224
Hypertensive heart disease without (congestive) heart failure,I11.9,"Jefferson County, Alabama",1073,61,660367,9.237287751
Hypertensive heart disease without (congestive) heart failure,I11.9,"Lee County, Alabama",1081,16,156993,10.1915372
Hypertensive heart disease without (congestive) heart failure,I11.9,"Madison County, Alabama",1089,21,353089,5.947508985
Hypertensive heart disease without (congestive) heart failure,I11.9,"Mobile County, Alabama",1097,26,415395,6.259102782
Hypertensive heart disease without (congestive) heart failure,I11.9,"Shelby County, Alabama",1117,33,208713,15.8111857
Hypertensive heart disease without (congestive) heart failure,I11.9,"Tuscaloosa County, Alabama",1125,20,203976,9.805075107
Hypertensive renal disease with renal failure,I12.0,"Jefferson County, Alabama",1073,12,660367,1.817171361
Hypertensive renal disease with renal failure,I12.0,"Mobile County, Alabama",1097,15,415395,3.611020836
"Acute myocardial infarction, unspecified",I21.9,"Autauga County, Alabama",1001,37,55347,66.8509585
"Acute myocardial infarction, unspecified",I21.9,"Baldwin County, Alabama",1003,63,203709,30.92646864
"Acute myocardial infarction, unspecified",I21.9,"Blount County, Alabama",1009,23,57673,39.88001318
"Acute myocardial infarction, unspecified",I21.9,"Calhoun County, Alabama",1015,94,115620,81.30081301
"Acute myocardial infarction, unspecified",I21.9,"Cherokee County, Alabama",1019,20,25859,77.34251131
"Acute myocardial infarction, unspecified",I21.9,"Chilton County, Alabama",1021,21,43943,47.78918144
"Acute myocardial infarction, unspecified",I21.9,"Choctaw County, Alabama",1023,23,13170,174.6393318
"Acute myocardial infarction, unspecified",I21.9,"Clarke County, Alabama",1025,21,24675,85.10638298
"Acute myocardial infarction, unspecified",I21.9,"Clay County, Alabama",1027,23,13555,169.6790852
"Acute myocardial infarction, unspecified",I21.9,"Coffee County, Alabama",1031,13,51211,25.38517115
"Acute myocardial infarction, unspecified",I21.9,"Colbert County, Alabama",1033,15,54354,27.596865
"Acute myocardial infarction, unspecified",I21.9,"Covington County, Alabama",1039,27,37835,71.36249504
"Acute myocardial infarction, unspecified",I21.9,"Crenshaw County, Alabama",1041,12,13963,85.9414166
"Acute myocardial infarction, unspecified",I21.9,"Cullman County, Alabama",1043,24,82005,29.26650814
"Acute myocardial infarction, unspecified",I21.9,"Dale County, Alabama",1045,14,49565,28.24573792
"Acute myocardial infarction, unspecified",I21.9,"Dallas County, Alabama",1047,37,41131,89.95648051
"Acute myocardial infarction, unspecified",I21.9,"DeKalb County, Alabama",1049,19,71130,26.71165472
"Acute myocardial infarction, unspecified",I21.9,"Elmore County, Alabama",1051,26,81468,31.91437129
"Acute myocardial infarction, unspecified",I21.9,"Escambia County, Alabama",1053,17,37789,44.98663632
"Acute myocardial infarction, unspecified",I21.9,"Etowah County, Alabama",1055,86,103057,83.44896514
"Acute myocardial infarction, unspecified",I21.9,"Fayette County, Alabama",1057,12,16759,71.60331762
"Acute myocardial infarction, unspecified",I21.9,"Franklin County, Alabama",1059,10,31696,31.54972236
"Acute myocardial infarction, unspecified",I21.9,"Geneva County, Alabama",1061,23,26777,85.89461105
"Acute myocardial infarction, unspecified",I21.9,"Hale County, Alabama",1065,12,15068,79.63897
"Acute myocardial infarction, unspecified",I21.9,"Henry County, Alabama",1067,13,17221,75.48922827
"Acute myocardial infarction, unspecified",I21.9,"Houston County, Alabama",1069,21,104173,20.15877435
"Acute myocardial infarction, unspecified",I21.9,"Jackson County, Alabama",1071,43,52419,82.03132452
"Acute myocardial infarction, unspecified",I21.9,"Jefferson County, Alabama",1073,178,660367,26.95470852
"Acute myocardial infarction, unspecified",I21.9,"Lamar County, Alabama",1075,11,13886,79.21647703
"Acute myocardial infarction, unspecified",I21.9,"Lauderdale County, Alabama",1077,40,92596,43.1984103
"Acute myocardial infarction, unspecified",I21.9,"Lawrence County, Alabama",1079,15,33115,45.29669334
"Acute myocardial infarction, unspecified",I21.9,"Lee County, Alabama",1081,15,156993,9.554566127
"Acute myocardial infarction, unspecified",I21.9,"Limestone County, Alabama",1083,10,91663,10.90952729
"Acute myocardial infarction, unspecified",I21.9,"Madison County, Alabama",1089,41,353089,11.61180326
"Acute myocardial infarction, unspecified",I21.9,"Marengo County, Alabama",1091,34,20028,169.7623327
"Acute myocardial infarction, unspecified",I21.9,"Marion County, Alabama",1093,49,30168,162.4237603
"Acute myocardial infarction, unspecified",I21.9,"Marshall County, Alabama",1095,85,94725,89.7334389
"Acute myocardial infarction, unspecified",I21.9,"Mobile County, Alabama",1097,132,415395,31.77698335
"Acute myocardial infarction, unspecified",I21.9,"Montgomery County, Alabama",1101,56,226519,24.721988
"Acute myocardial infarction, unspecified",I21.9,"Morgan County, Alabama",1103,107,119565,89.4910718
"Acute myocardial infarction, unspecified",I21.9,"Perry County, Alabama",1105,10,9652,103.6054704
"Acute myocardial infarction, unspecified",I21.9,"Randolph County, Alabama",1111,35,22696,154.212196
"Acute myocardial infarction, unspecified",I21.9,"Russell County, Alabama",1113,14,59660,23.46630908
"Acute myocardial infarction, unspecified",I21.9,"St. Clair County, Alabama",1115,18,87074,20.67207203
"Acute myocardial infarction, unspecified",I21.9,"Shelby County, Alabama",1117,34,208713,16.29031253
"Acute myocardial infarction, unspecified",I21.9,"Talladega County, Alabama",1121,26,80862,32.15354555
"Acute myocardial infarction, unspecified",I21.9,"Tallapoosa County, Alabama",1123,14,40844,34.27676036
"Acute myocardial infarction, unspecified",I21.9,"Tuscaloosa County, Alabama",1125,17,203976,8.334313841
"Acute myocardial infarction, unspecified",I21.9,"Walker County, Alabama",1127,18,65294,27.56761724
"Acute myocardial infarction, unspecified",I21.9,"Washington County, Alabama",1129,10,16804,59.50964056
"Acute myocardial infarction, unspecified",I21.9,"Winston County, Alabama",1133,12,23877,50.25757005
"Atherosclerotic cardiovascular disease, so described",I25.0,"Baldwin County, Alabama",1003,78,203709,38.28991355
"Atherosclerotic cardiovascular disease, so described",I25.0,"Butler County, Alabama",1013,10,20154,49.61794185
"Atherosclerotic cardiovascular disease, so described",I25.0,"Calhoun County, Alabama",1015,24,115620,20.75765439
"Atherosclerotic cardiovascular disease, so described",I25.0,"DeKalb County, Alabama",1049,11,71130,15.4646422
"Atherosclerotic cardiovascular disease, so described",I25.0,"Jefferson County, Alabama",1073,54,660367,8.177271123
"Atherosclerotic cardiovascular disease, so described",I25.0,"Madison County, Alabama",1089,10,353089,2.832147136
"Atherosclerotic cardiovascular disease, so described",I25.0,"Mobile County, Alabama",1097,192,415395,46.2210667
"Atherosclerotic cardiovascular disease, so described",I25.0,"Montgomery County, Alabama",1101,42,226519,18.541491
"Atherosclerotic cardiovascular disease, so described",I25.0,"St. Clair County, Alabama",1115,41,87074,47.08638629
"Atherosclerotic cardiovascular disease, so described",I25.0,"Shelby County, Alabama",1117,10,208713,4.791268392
"Atherosclerotic cardiovascular disease, so described",I25.0,"Tuscaloosa County, Alabama",1125,43,203976,21.08091148
Atherosclerotic heart disease,I25.1,"Autauga County, Alabama",1001,16,55347,28.90852259
Atherosclerotic heart disease,I25.1,"Baldwin County, Alabama",1003,107,203709,52.52590705
Atherosclerotic heart disease,I25.1,"Blount County, Alabama",1009,36,57673,62.42089019
Atherosclerotic heart disease,I25.1,"Calhoun County, Alabama",1015,36,115620,31.13648158
Atherosclerotic heart disease,I25.1,"Chambers County, Alabama",1017,18,34123,52.75034434
Atherosclerotic heart disease,I25.1,"Cherokee County, Alabama",1019,13,25859,50.27263235
Atherosclerotic heart disease,I25.1,"Chilton County, Alabama",1021,23,43943,52.34053205
Atherosclerotic heart disease,I25.1,"Clarke County, Alabama",1025,10,24675,40.52684904
Atherosclerotic heart disease,I25.1,"Coffee County, Alabama",1031,14,51211,27.33787663
Atherosclerotic heart disease,I25.1,"Colbert County, Alabama",1033,18,54354,33.116238
Atherosclerotic heart disease,I25.1,"Conecuh County, Alabama",1035,12,12672,94.6969697
Atherosclerotic heart disease,I25.1,"Covington County, Alabama",1039,30,37835,79.29166116
Atherosclerotic heart disease,I25.1,"Cullman County, Alabama",1043,24,82005,29.26650814
Atherosclerotic heart disease,I25.1,"Dale County, Alabama",1045,17,49565,34.29839605
Atherosclerotic heart disease,I25.1,"DeKalb County, Alabama",1049,19,71130,26.71165472
Atherosclerotic heart disease,I25.1,"Elmore County, Alabama",1051,24,81468,29.45941965
Atherosclerotic heart disease,I25.1,"Escambia County, Alabama",1053,32,37789,84.6807272
Atherosclerotic heart disease,I25.1,"Etowah County, Alabama",1055,48,103057,46.57616659
Atherosclerotic heart disease,I25.1,"Fayette County, Alabama",1057,10,16759,59.66943135
Atherosclerotic heart disease,I25.1,"Franklin County, Alabama",1059,12,31696,37.85966683
Atherosclerotic heart disease,I25.1,"Geneva County, Alabama",1061,15,26777,56.0182246
Atherosclerotic heart disease,I25.1,"Houston County, Alabama",1069,31,104173,29.7581907
Atherosclerotic heart disease,I25.1,"Jackson County, Alabama",1071,27,52419,51.50804098
Atherosclerotic heart disease,I25.1,"Jefferson County, Alabama",1073,249,660367,37.70630574
Atherosclerotic heart disease,I25.1,"Lamar County, Alabama",1075,10,13886,72.01497912
Atherosclerotic heart disease,I25.1,"Lauderdale County, Alabama",1077,38,92596,41.03848978
Atherosclerotic heart disease,I25.1,"Lawrence County, Alabama",1079,12,33115,36.23735467
Atherosclerotic heart disease,I25.1,"Lee County, Alabama",1081,27,156993,17.19821903
Atherosclerotic heart disease,I25.1,"Limestone County, Alabama",1083,48,91663,52.36573099
Atherosclerotic heart disease,I25.1,"Madison County, Alabama",1089,64,353089,18.12574167
Atherosclerotic heart disease,I25.1,"Marion County, Alabama",1093,13,30168,43.09201803
Atherosclerotic heart disease,I25.1,"Marshall County, Alabama",1095,26,94725,27.44787543
Atherosclerotic heart disease,I25.1,"Mobile County, Alabama",1097,164,415395,39.48049447
Atherosclerotic heart disease,I25.1,"Montgomery County, Alabama",1101,55,226519,24.28052393
Atherosclerotic heart disease,I25.1,"Morgan County, Alabama",1103,39,119565,32.61824112
Atherosclerotic heart disease,I25.1,"Russell County, Alabama",1113,18,59660,30.17096882
Atherosclerotic heart disease,I25.1,"St. Clair County, Alabama",1115,22,87074,25.26586582
Atherosclerotic heart disease,I25.1,"Shelby County, Alabama",1117,44,208713,21.08158093
Atherosclerotic heart disease,I25.1,"Talladega County, Alabama",1121,22,80862,27.20684623
Atherosclerotic heart disease,I25.1,"Tallapoosa County, Alabama",1123,14,40844,34.27676036
Atherosclerotic heart disease,I25.1,"Tuscaloosa County, Alabama",1125,44,203976,21.57116524
Atherosclerotic heart disease,I25.1,"Walker County, Alabama",1127,32,65294,49.00909731
Atherosclerotic heart disease,I25.1,"Washington County, Alabama",1129,10,16804,59.50964056
Ischaemic cardiomyopathy,I25.5,"Baldwin County, Alabama",1003,15,203709,7.363444914
Ischaemic cardiomyopathy,I25.5,"Jefferson County, Alabama",1073,13,660367,1.968602308
Ischaemic cardiomyopathy,I25.5,"Madison County, Alabama",1089,12,353089,3.398576563
Ischaemic cardiomyopathy,I25.5,"Mobile County, Alabama",1097,14,415395,3.370286113
"Chronic ischaemic heart disease, unspecified",I25.9,"Autauga County, Alabama",1001,10,55347,18.06782662
"Chronic ischaemic heart disease, unspecified",I25.9,"Baldwin County, Alabama",1003,43,203709,21.10854209
"Chronic ischaemic heart disease, unspecified",I25.9,"Calhoun County, Alabama",1015,25,115620,21.62255665
"Chronic ischaemic heart disease, unspecified",I25.9,"Colbert County, Alabama",1033,22,54354,40.47540199
"Chronic ischaemic heart disease, unspecified",I25.9,"Cullman County, Alabama",1043,20,82005,24.38875678
"Chronic ischaemic heart disease, unspecified",I25.9,"DeKalb County, Alabama",1049,15,71130,21.08814846
"Chronic ischaemic heart disease, unspecified",I25.9,"Etowah County, Alabama",1055,14,103057,13.58471525
"Chronic ischaemic heart disease, unspecified",I25.9,"Houston County, Alabama",1069,11,104173,10.55935799
"Chronic ischaemic heart disease, unspecified",I25.9,"Jackson County, Alabama",1071,12,52419,22.89246266
"Chronic ischaemic heart disease, unspecified",I25.9,"Jefferson County, Alabama",1073,53,660367,8.025840177
"Chronic ischaemic heart disease, unspecified",I25.9,"Lauderdale County, Alabama",1077,29,92596,31.31884747
"Chronic ischaemic heart disease, unspecified",I25.9,"Lee County, Alabama",1081,53,156993,33.75946698
"Chronic ischaemic heart disease, unspecified",I25.9,"Limestone County, Alabama",1083,17,91663,18.54619639
"Chronic ischaemic heart disease, unspecified",I25.9,"Madison County, Alabama",1089,42,353089,11.89501797
"Chronic ischaemic heart disease, unspecified",I25.9,"Marshall County, Alabama",1095,16,94725,16.89100026
"Chronic ischaemic heart disease, unspecified",I25.9,"Mobile County, Alabama",1097,75,415395,18.05510418
"Chronic ischaemic heart disease, unspecified",I25.9,"Montgomery County, Alabama",1101,33,226519,14.56831436
"Chronic ischaemic heart disease, unspecified",I25.9,"Morgan County, Alabama",1103,23,119565,19.23639861
"Chronic ischaemic heart disease, unspecified",I25.9,"Shelby County, Alabama",1117,13,208713,6.22864891
"Chronic ischaemic heart disease, unspecified",I25.9,"Talladega County, Alabama",1121,10,80862,12.36674829
"Chronic ischaemic heart disease, unspecified",I25.9,"Tuscaloosa County, Alabama",1125,22,203976,10.78558262
Pulmonary embolism without mention of acute cor pulmonale,I26.9,"Baldwin County, Alabama",1003,12,203709,5.890755931
Pulmonary embolism without mention of acute cor pulmonale,I26.9,"Jefferson County, Alabama",1073,26,660367,3.937204615
Pulmonary embolism without mention of acute cor pulmonale,I26.9,"Mobile County, Alabama",1097,19,415395,4.573959725
Pulmonary embolism without mention of acute cor pulmonale,I26.9,"Morgan County, Alabama",1103,13,119565,10.87274704
Pulmonary embolism without mention of acute cor pulmonale,I26.9,"Tuscaloosa County, Alabama",1125,12,203976,5.883045064
Other secondary pulmonary hypertension,I27.2,"Jefferson County, Alabama",1073,16,660367,2.422895148
Other secondary pulmonary hypertension,I27.2,"Mobile County, Alabama",1097,11,415395,2.648081946
Aortic (valve) stenosis,I35.0,"Jefferson County, Alabama",1073,24,660367,3.634342722
"Endocarditis, valve unspecified",I38,"Jefferson County, Alabama",1073,10,660367,1.514309467
"Endocarditis, valve unspecified",I38,"Mobile County, Alabama",1097,11,415395,2.648081946
"Cardiomyopathy, unspecified",I42.9,"Baldwin County, Alabama",1003,13,203709,6.381652259
"Cardiomyopathy, unspecified",I42.9,"Calhoun County, Alabama",1015,10,115620,8.64902266
"Cardiomyopathy, unspecified",I42.9,"Jefferson County, Alabama",1073,27,660367,4.088635562
"Cardiomyopathy, unspecified",I42.9,"Madison County, Alabama",1089,15,353089,4.248220704
"Cardiomyopathy, unspecified",I42.9,"Mobile County, Alabama",1097,26,415395,6.259102782
"Cardiomyopathy, unspecified",I42.9,"Montgomery County, Alabama",1101,13,226519,5.739032929
"Cardiomyopathy, unspecified",I42.9,"Russell County, Alabama",1113,13,59660,21.79014415
"Cardiomyopathy, unspecified",I42.9,"Tuscaloosa County, Alabama",1125,11,203976,5.392791309
Other specified conduction disorders,I45.8,"Jefferson County, Alabama",1073,12,660367,1.817171361
"Sudden cardiac death, so described",I46.1,"Cleburne County, Alabama",1029,16,15018,106.5388201
