Cause of death,Cause of death Code,County,County Code,Deaths,Population,Crude Rate
Hypertensive heart disease without (congestive) heart failure,I11.9,"Rankin County, Mississippi",28121,11,149039,7.380618496
Hypertensive heart disease without (congestive) heart failure,I11.9,"Tate County, Mississippi",28137,11,28296,38.87475262
Hypertensive heart disease without (congestive) heart failure,I11.9,"Walthall County, Mississippi",28147,10,14638,68.31534363
Hypertensive heart disease without (congestive) heart failure,I11.9,"Warren County, Mississippi",28149,24,47485,50.54227651
Hypertensive renal disease with renal failure,I12.0,"DeSoto County, Mississippi",28033,12,173323,6.92348967
Hypertensive renal disease with renal failure,I12.0,"Hinds County, Mississippi",28049,12,242891,4.940487708
"Acute myocardial infarction, unspecified",I21.9,"Adams County, Mississippi",28001,16,31254,51.19344724
"Acute myocardial infarction, unspecified",I21.9,"Alcorn County, Mississippi",28003,29,37388,77.56499412
"Acute myocardial infarction, unspecified",I21.9,"Attala County, Mississippi",28007,10,19043,52.51273434
"Acute myocardial infarction, unspecified",I21.9,"Bolivar County, Mississippi",28011,30,33322,90.03061041
"Acute myocardial infarction, unspecified",I21.9,"Calhoun County, Mississippi",28013,14,14717,95.12808317
"Acute myocardial infarction, unspecified",I21.9,"Carroll County, Mississippi",28015,12,10243,117.1531778
"Acute myocardial infarction, unspecified",I21.9,"Chickasaw County, Mississippi",28017,23,17328,132.7331487
"Acute myocardial infarction, unspecified",I21.9,"Claiborne County, Mississippi",28021,10,9150,109.2896175
"Acute myocardial infarction, unspecified",I21.9,"Clarke County, Mississippi",28023,15,16006,93.71485693
"Acute myocardial infarction, unspecified",I21.9,"Clay County, Mississippi",28025,26,20048,129.688747
"Acute myocardial infarction, unspecified",I21.9,"Coahoma County, Mississippi",28027,20,24620,81.23476848
"Acute myocardial infarction, unspecified",I21.9,"Copiah County, Mississippi",28029,16,28773,55.60768776
"Acute myocardial infarction, unspecified",I21.9,"Covington County, Mississippi",28031,23,19543,117.6891982
"Acute myocardial infarction, unspecified",I21.9,"DeSoto County, Mississippi",28033,55,173323,31.73266099
"Acute myocardial infarction, unspecified",I21.9,"Forrest County, Mississippi",28035,54,75944,71.10502476
"Acute myocardial infarction, unspecified",I21.9,"George County, Mississippi",28039,11,23373,47.0628503
"Acute myocardial infarction, unspecified",I21.9,"Greene County, Mississippi",28041,22,13522,162.6978258
"Acute myocardial infarction, unspecified",I21.9,"Grenada County, Mississippi",28043,14,21578,64.88089721
"Acute myocardial infarction, unspecified",I21.9,"Hancock County, Mississippi",28045,10,46420,21.5424386
"Acute myocardial infarction, unspecified",I21.9,"Harrison County, Mississippi",28047,29,201410,14.39849064
"Acute myocardial infarction, unspecified",I21.9,"Hinds County, Mississippi",28049,100,242891,41.1707309
"Acute myocardial infarction, unspecified",I21.9,"Itawamba County, Mississippi",28057,25,23609,105.8918209
"Acute myocardial infarction, unspecified",I21.9,"Jackson County, Mississippi",28059,53,141425,37.47569383
"Acute myocardial infarction, unspecified",I21.9,"Jasper County, Mississippi",28061,10,16569,60.35367252
"Acute myocardial infarction, unspecified",I21.9,"Jones County, Mississippi",28067,30,68215,43.97859708
"Acute myocardial infarction, unspecified",I21.9,"Lafayette County, Mississippi",28071,23,53154,43.27049705
"Acute myocardial infarction, unspecified",I21.9,"Lamar County, Mississippi",28073,44,60618,72.58570062
"Acute myocardial infarction, unspecified",I21.9,"Lauderdale County, Mississippi",28075,152,78524,193.5713922
"Acute myocardial infarction, unspecified",I21.9,"Leake County, Mississippi",28079,11,22763,48.32403462
"Acute myocardial infarction, unspecified",I21.9,"Lee County, Mississippi",28081,42,85300,49.23798359
"Acute myocardial infarction, unspecified",I21.9,"Leflore County, Mississippi",28083,31,30999,100.0032259
"Acute myocardial infarction, unspecified",I21.9,"Lincoln County, Mississippi",28085,13,34649,37.51912032
"Acute myocardial infarction, unspecified",I21.9,"Lowndes County, Mississippi",28087,35,59710,58.61664713
"Acute myocardial infarction, unspecified",I21.9,"Madison County, Mississippi",28089,21,103465,20.2967187
"Acute myocardial infarction, unspecified",I21.9,"Marshall County, Mississippi",28093,13,35916,36.19556744
"Acute myocardial infarction, unspecified",I21.9,"Monroe County, Mississippi",28095,49,35827,136.7683591
"Acute myocardial infarction, unspecified",I21.9,"Neshoba County, Mississippi",28099,40,29463,135.7635
"Acute myocardial infarction, unspecified",I21.9,"Newton County, Mississippi",28101,17,21747,78.17170184
"Acute myocardial infarction, unspecified",I21.9,"Noxubee County, Mississippi",28103,13,11043,117.7216336
"Acute myocardial infarction, unspecified",I21.9,"Oktibbeha County, Mississippi",28105,32,49800,64.25702811
"Acute myocardial infarction, unspecified",I21.9,"Panola County, Mississippi",28107,21,34167,61.462815
"Acute myocardial infarction, unspecified",I21.9,"Pearl River County, Mississippi",28109,48,55191,86.97070174
"Acute myocardial infarction, unspecified",I21.9,"Perry County, Mississippi",28111,20,12277,162.9062475
"Acute myocardial infarction, unspecified",I21.9,"Pike County, Mississippi",28113,12,39956,30.03303634
"Acute myocardial infarction, unspecified",I21.9,"Pontotoc County, Mississippi",28115,21,30908,67.94357448
"Acute myocardial infarction, unspecified",I21.9,"Rankin County, Mississippi",28121,83,149039,55.69012138
"Acute myocardial infarction, unspecified",I21.9,"Scott County, Mississippi",28123,13,28265,45.99327791
"Acute myocardial infarction, unspecified",I21.9,"Simpson County, Mississippi",28127,18,27222,66.12298876
"Acute myocardial infarction, unspecified",I21.9,"Smith County, Mississippi",28129,23,16059,143.2218694
"Acute myocardial infarction, unspecified",I21.9,"Stone County, Mississippi",28131,20,18070,110.6806862
"Acute myocardial infarction, unspecified",I21.9,"Sunflower County, Mississippi",28133,15,27005,55.54526939
"Acute myocardial infarction, unspecified",I21.9,"Tate County, Mississippi",28137,14,28296,49.47695787
"Acute myocardial infarction, unspecified",I21.9,"Tippah County, Mississippi",28139,25,22131,112.9637161
"Acute myocardial infarction, unspecified",I21.9,"Tishomingo County, Mississippi",28141,16,19552,81.83306056
"Acute myocardial infarction, unspecified",I21.9,"Tunica County, Mississippi",28143,12,10343,116.020497
"Acute myocardial infarction, unspecified",I21.9,"Union County, Mississippi",28145,34,28429,119.596187
"Acute myocardial infarction, unspecified",I21.9,"Warren County, Mississippi",28149,42,47485,88.44898389
"Acute myocardial infarction, unspecified",I21.9,"Washington County, Mississippi",28151,21,48130,43.63183046
"Acute myocardial infarction, unspecified",I21.9,"Wayne County, Mississippi",28153,30,20566,145.8718273
"Acute myocardial infarction, unspecified",I21.9,"Winston County, Mississippi",28159,17,18317,92.80995796
"Acute myocardial infarction, unspecified",I21.9,"Yalobusha County, Mississippi",28161,13,12447,104.4428376
"Acute myocardial infarction, unspecified",I21.9,"Yazoo County, Mississippi",28163,17,27387,62.07324643
"Atherosclerotic cardiovascular disease, so described",I25.0,"DeSoto County, Mississippi",28033,71,173323,40.96398054
"Atherosclerotic cardiovascular disease, so described",I25.0,"Hinds County, Mississippi",28049,14,242891,5.763902327
"Atherosclerotic cardiovascular disease, so described",I25.0,"Jackson County, Mississippi",28059,10,141425,7.070885628
"Atherosclerotic cardiovascular disease, so described",I25.0,"Lawrence County, Mississippi",28077,10,12622,79.22674695
"Atherosclerotic cardiovascular disease, so described",I25.0,"Lee County, Mississippi",28081,17,85300,19.92966002
"Atherosclerotic cardiovascular disease, so described",I25.0,"Warren County, Mississippi",28149,29,47485,61.07191745
"Atherosclerotic cardiovascular disease, so described",I25.0,"Webster County, Mississippi",28155,10,9899,101.0203051
Atherosclerotic heart disease,I25.1,"Adams County, Mississippi",28001,18,31254,57.59262814
Atherosclerotic heart disease,I25.1,"Alcorn County, Mississippi",28003,22,37388,58.84240933
Atherosclerotic heart disease,I25.1,"Attala County, Mississippi",28007,10,19043,52.51273434
Atherosclerotic heart disease,I25.1,"Benton County, Mississippi",28009,15,8182,183.3292593
Atherosclerotic heart disease,I25.1,"Chickasaw County, Mississippi",28017,10,17328,57.71006464
Atherosclerotic heart disease,I25.1,"Clarke County, Mississippi",28023,13,16006,81.21954267
Atherosclerotic heart disease,I25.1,"Coahoma County, Mississippi",28027,10,24620,40.61738424
Atherosclerotic heart disease,I25.1,"Covington County, Mississippi",28031,11,19543,56.28613826
Atherosclerotic heart disease,I25.1,"DeSoto County, Mississippi",28033,36,173323,20.77046901
Atherosclerotic heart disease,I25.1,"Forrest County, Mississippi",28035,44,75944,57.93742758
Atherosclerotic heart disease,I25.1,"Hancock County, Mississippi",28045,34,46420,73.24429125
Atherosclerotic heart disease,I25.1,"Harrison County, Mississippi",28047,274,201410,136.0409116
Atherosclerotic heart disease,I25.1,"Hinds County, Mississippi",28049,63,242891,25.93756047
Atherosclerotic heart disease,I25.1,"Jackson County, Mississippi",28059,100,141425,70.70885628
Atherosclerotic heart disease,I25.1,"Jones County, Mississippi",28067,20,68215,29.31906472
Atherosclerotic heart disease,I25.1,"Lafayette County, Mississippi",28071,12,53154,22.5759115
Atherosclerotic heart disease,I25.1,"Lamar County, Mississippi",28073,21,60618,34.64317529
Atherosclerotic heart disease,I25.1,"Lauderdale County, Mississippi",28075,12,78524,15.28195201
Atherosclerotic heart disease,I25.1,"Lee County, Mississippi",28081,34,85300,39.85932005
Atherosclerotic heart disease,I25.1,"Leflore County, Mississippi",28083,26,30999,83.87367334
Atherosclerotic heart disease,I25.1,"Lincoln County, Mississippi",28085,13,34649,37.51912032
Atherosclerotic heart disease,I25.1,"Lowndes County, Mississippi",28087,21,59710,35.16998828
Atherosclerotic heart disease,I25.1,"Madison County, Mississippi",28089,51,103465,49.29203112
Atherosclerotic heart disease,I25.1,"Marshall County, Mississippi",28093,16,35916,44.54839069
Atherosclerotic heart disease,I25.1,"Monroe County, Mississippi",28095,13,35827,36.28548302
Atherosclerotic heart disease,I25.1,"Panola County, Mississippi",28107,11,34167,32.19480786
Atherosclerotic heart disease,I25.1,"Pearl River County, Mississippi",28109,29,55191,52.54479897
Atherosclerotic heart disease,I25.1,"Perry County, Mississippi",28111,10,12277,81.45312373
Atherosclerotic heart disease,I25.1,"Pike County, Mississippi",28113,27,39956,67.57433176
Atherosclerotic heart disease,I25.1,"Pontotoc County, Mississippi",28115,13,30908,42.06030801
Atherosclerotic heart disease,I25.1,"Prentiss County, Mississippi",28117,18,25459,70.70191288
Atherosclerotic heart disease,I25.1,"Rankin County, Mississippi",28121,22,149039,14.76123699
Atherosclerotic heart disease,I25.1,"Sunflower County, Mississippi",28133,16,27005,59.24828735
Atherosclerotic heart disease,I25.1,"Tate County, Mississippi",28137,13,28296,45.94288945
Atherosclerotic heart disease,I25.1,"Tishomingo County, Mississippi",28141,11,19552,56.26022913
Atherosclerotic heart disease,I25.1,"Union County, Mississippi",28145,15,28429,52.76302367
Atherosclerotic heart disease,I25.1,"Walthall County, Mississippi",28147,13,14638,88.80994671
Atherosclerotic heart disease,I25.1,"Washington County, Mississippi",28151,11,48130,22.85476834
Atherosclerotic heart disease,I25.1,"Wayne County, Mississippi",28153,11,20566,53.48633667
Atherosclerotic heart disease,I25.1,"Winston County, Mississippi",28159,15,18317,81.89113938
Aortic (valve) stenosis,I35.0,"Jackson County, Mississippi",28059,10,141425,7.070885628
"Cardiomyopathy, unspecified",I42.9,"Harrison County, Mississippi",28047,10,201410,4.964996773
"Cardiomyopathy, unspecified",I42.9,"Hinds County, Mississippi",28049,18,242891,7.410731563
"Sudden cardiac death, so described",I46.1,"Quitman County, Mississippi",28119,11,7486,146.9409565
"Sudden cardiac death, so described",I46.1,"Rankin County, Mississippi",28121,30,149039,20.12895953
"Sudden cardiac death, so described",I46.1,"Scott County, Mississippi",28123,15,28265,53.06916681
"Cardiac arrest, unspecified",I46.9,"Alcorn County, Mississippi",28003,17,37388,45.46913448
"Cardiac arrest, unspecified",I46.9,"Copiah County, Mississippi",28029,24,28773,83.41153164
"Cardiac arrest, unspecified",I46.9,"Grenada County, Mississippi",28043,17,21578,78.78394661
"Cardiac arrest, unspecified",I46.9,"Hinds County, Mississippi",28049,20,242891,8.234146181
"Cardiac arrest, unspecified",I46.9,"Holmes County, Mississippi",28051,15,18340,81.78844057
"Cardiac arrest, unspecified",I46.9,"Jones County, Mississippi",28067,18,68215,26.38715825
"Cardiac arrest, unspecified",I46.9,"Neshoba County, Mississippi",28099,21,29463,71.27583749
"Cardiac arrest, unspecified",I46.9,"Rankin County, Mississippi",28121,23,149039,15.43220231
Atrial fibrillation and flutter,I48,"Forrest County, Mississippi",28035,10,75944,13.16759718
Atrial fibrillation and flutter,I48,"Hinds County, Mississippi",28049,16,242891,6.587316945
Atrial fibrillation and flutter,I48,"Jackson County, Mississippi",28059,23,141425,16.26303695
"Cardiac arrhythmia, unspecified",I49.9,"Jackson County, Mississippi",28059,31,141425,21.91974545
Congestive heart failure,I50.0,"Adams County, Mississippi",28001,17,31254,54.39303769
Congestive heart failure,I50.0,"Alcorn County, Mississippi",28003,38,37388,101.6368888
Congestive heart failure,I50.0,"Attala County, Mississippi",28007,11,19043,57.76400777
Congestive heart failure,I50.0,"Bolivar County, Mississippi",28011,22,33322,66.02244763
Congestive heart failure,I50.0,"Calhoun County, Mississippi",28013,13,14717,88.33322009
Congestive heart failure,I50.0,"Chickasaw County, Mississippi",28017,16,17328,92.33610342
Congestive heart failure,I50.0,"Claiborne County, Mississippi",28021,10,9150,109.2896175
Congestive heart failure,I50.0,"Clarke County, Mississippi",28023,11,16006,68.72422841
Congestive heart failure,I50.0,"Clay County, Mississippi",28025,13,20048,64.8443735
Congestive heart failure,I50.0,"Covington County, Mississippi",28031,14,19543,71.63690324
Congestive heart failure,I50.0,"DeSoto County, Mississippi",28033,55,173323,31.73266099
Congestive heart failure,I50.0,"Forrest County, Mississippi",28035,19,75944,25.01843464
Congestive heart failure,I50.0,"George County, Mississippi",28039,22,23373,94.12570059
Congestive heart failure,I50.0,"Grenada County, Mississippi",28043,13,21578,60.24654741
Congestive heart failure,I50.0,"Hancock County, Mississippi",28045,35,46420,75.39853511
Congestive heart failure,I50.0,"Harrison County, Mississippi",28047,27,201410,13.40549129
Congestive heart failure,I50.0,"Hinds County, Mississippi",28049,97,242891,39.93560898
Congestive heart failure,I50.0,"Itawamba County, Mississippi",28057,23,23609,97.42047524
Congestive heart failure,I50.0,"Jackson County, Mississippi",28059,34,141425,24.04101114
Congestive heart failure,I50.0,"Jasper County, Mississippi",28061,11,16569,66.38903977
Congestive heart failure,I50.0,"Jefferson Davis County, Mississippi",28065,16,11665,137.1624518
Congestive heart failure,I50.0,"Jones County, Mississippi",28067,47,68215,68.8998021
Congestive heart failure,I50.0,"Lafayette County, Mississippi",28071,33,53154,62.08375663
Congestive heart failure,I50.0,"Lamar County, Mississippi",28073,14,60618,23.0954502
Congestive heart failure,I50.0,"Lauderdale County, Mississippi",28075,45,78524,57.30732006
Congestive heart failure,I50.0,"Lee County, Mississippi",28081,34,85300,39.85932005
Congestive heart failure,I50.0,"Lincoln County, Mississippi",28085,25,34649,72.15215446
Congestive heart failure,I50.0,"Lowndes County, Mississippi",28087,17,59710,28.47094289
Congestive heart failure,I50.0,"Madison County, Mississippi",28089,37,103465,35.76088532
Congestive heart failure,I50.0,"Marion County, Mississippi",28091,10,25563,39.11903924
Congestive heart failure,I50.0,"Marshall County, Mississippi",28093,17,35916,47.33266511
Congestive heart failure,I50.0,"Monroe County, Mississippi",28095,23,35827,64.19739303
Congestive heart failure,I50.0,"Neshoba County, Mississippi",28099,22,29463,74.66992499
Congestive heart failure,I50.0,"Newton County, Mississippi",28101,15,21747,68.97503104
Congestive heart failure,I50.0,"Noxubee County, Mississippi",28103,11,11043,99.61061306
Congestive heart failure,I50.0,"Panola County, Mississippi",28107,20,34167,58.53601428
Congestive heart failure,I50.0,"Pearl River County, Mississippi",28109,25,55191,45.29724049
Congestive heart failure,I50.0,"Pike County, Mississippi",28113,13,39956,32.53578937
Congestive heart failure,I50.0,"Prentiss County, Mississippi",28117,14,25459,54.99037668
Congestive heart failure,I50.0,"Rankin County, Mississippi",28121,64,149039,42.94178034
Congestive heart failure,I50.0,"Scott County, Mississippi",28123,17,28265,60.14505572
Congestive heart failure,I50.0,"Simpson County, Mississippi",28127,17,27222,62.44948938
Congestive heart failure,I50.0,"Smith County, Mississippi",28129,13,16059,80.95149138
Congestive heart failure,I50.0,"Tate County, Mississippi",28137,15,28296,53.01102629
Congestive heart failure,I50.0,"Tippah County, Mississippi",28139,16,22131,72.29677827
Congestive heart failure,I50.0,"Tishomingo County, Mississippi",28141,22,19552,112.5204583
Congestive heart failure,I50.0,"Union County, Mississippi",28145,21,28429,73.86823314
Congestive heart failure,I50.0,"Warren County, Mississippi",28149,12,47485,25.27113825
Congestive heart failure,I50.0,"Washington County, Mississippi",28151,24,48130,49.8649491
"Heart failure, unspecified",I50.9,"Franklin County, Mississippi",28037,20,7743,258.2978174
"Heart disease, unspecified",I51.9,"Harrison County, Mississippi",28047,10,201410,4.964996773
"Heart disease, unspecified",I51.9,"Jones County, Mississippi",28067,36,68215,52.7743165
"Heart disease, unspecified",I51.9,"Lauderdale County, Mississippi",28075,18,78524,22.92292802
"Heart disease, unspecified",I51.9,"Lee County, Mississippi",28081,11,85300,12.89566237
"Heart disease, unspecified",I51.9,"Lincoln County, Mississippi",28085,20,34649,57.72172357
"Heart disease, unspecified",I51.9,"Marion County, Mississippi",28091,11,25563,43.03094316
"Intracerebral haemorrhage, unspecified",I61.9,"DeSoto County, Mississippi",28033,10,173323,5.769574725
"Intracerebral haemorrhage, unspecified",I61.9,"Harrison County, Mississippi",28047,10,201410,4.964996773
"Intracerebral haemorrhage, unspecified",I61.9,"Hinds County, Mississippi",28049,14,242891,5.763902327
"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,"Madison County, Mississippi",28089,10,103465,9.665104141
"Stroke, not specified as haemorrhage or infarction",I64,"Adams County, Mississippi",28001,12,31254,38.39508543
"Stroke, not specified as haemorrhage or infarction",I64,"Alcorn County, Mississippi",28003,14,37388,37.44516957
"Stroke, not specified as haemorrhage or infarction",I64,"Attala County, Mississippi",28007,12,19043,63.01528121
"Stroke, not specified as haemorrhage or infarction",I64,"Bolivar County, Mississippi",28011,10,33322,30.01020347
"Stroke, not specified as haemorrhage or infarction",I64,"Calhoun County, Mississippi",28013,12,14717,81.538357
"Stroke, not specified as haemorrhage or infarction",I64,"Clarke County, Mississippi",28023,10,16006,62.47657129
"Stroke, not specified as haemorrhage or infarction",I64,"Copiah County, Mississippi",28029,11,28773,38.23028534
"Stroke, not specified as haemorrhage or infarction",I64,"DeSoto County, Mississippi",28033,40,173323,23.0782989
"Stroke, not specified as haemorrhage or infarction",I64,"Forrest County, Mississippi",28035,22,75944,28.96871379
"Stroke, not specified as haemorrhage or infarction",I64,"Hancock County, Mississippi",28045,19,46420,40.93063335
"Stroke, not specified as haemorrhage or infarction",I64,"Harrison County, Mississippi",28047,65,201410,32.27247902
"Stroke, not specified as haemorrhage or infarction",I64,"Hinds County, Mississippi",28049,63,242891,25.93756047
"Stroke, not specified as haemorrhage or infarction",I64,"Itawamba County, Mississippi",28057,10,23609,42.35672837
"Stroke, not specified as haemorrhage or infarction",I64,"Jackson County, Mississippi",28059,50,141425,35.35442814
"Stroke, not specified as haemorrhage or infarction",I64,"Jones County, Mississippi",28067,22,68215,32.25097119
"Stroke, not specified as haemorrhage or infarction",I64,"Lafayette County, Mississippi",28071,15,53154,28.21988938
"Stroke, not specified as haemorrhage or infarction",I64,"Lauderdale County, Mississippi",28075,36,78524,45.84585604
"Stroke, not specified as haemorrhage or infarction",I64,"Lee County, Mississippi",28081,46,85300,53.92731536
"Stroke, not specified as haemorrhage or infarction",I64,"Leflore County, Mississippi",28083,21,30999,67.74412078
"Stroke, not specified as haemorrhage or infarction",I64,"Lowndes County, Mississippi",28087,39,59710,65.31569251
"Stroke, not specified as haemorrhage or infarction",I64,"Madison County, Mississippi",28089,37,103465,35.76088532
"Stroke, not specified as haemorrhage or infarction",I64,"Marion County, Mississippi",28091,11,25563,43.03094316
"Stroke, not specified as haemorrhage or infarction",I64,"Marshall County, Mississippi",28093,24,35916,66.82258603
"Stroke, not specified as haemorrhage or infarction",I64,"Neshoba County, Mississippi",28099,12,29463,40.72904999
"Stroke, not specified as haemorrhage or infarction",I64,"Pearl River County, Mississippi",28109,20,55191,36.23779239
"Stroke, not specified as haemorrhage or infarction",I64,"Pike County, Mississippi",28113,12,39956,30.03303634
"Stroke, not specified as haemorrhage or infarction",I64,"Pontotoc County, Mississippi",28115,14,30908,45.29571632
"Stroke, not specified as haemorrhage or infarction",I64,"Prentiss County, Mississippi",28117,14,25459,54.99037668
"Stroke, not specified as haemorrhage or infarction",I64,"Rankin County, Mississippi",28121,36,149039,24.15475144
"Stroke, not specified as haemorrhage or infarction",I64,"Tippah County, Mississippi",28139,11,22131,49.70403506
"Stroke, not specified as haemorrhage or infarction",I64,"Tishomingo County, Mississippi",28141,11,19552,56.26022913
"Stroke, not specified as haemorrhage or infarction",I64,"Union County, Mississippi",28145,17,28429,59.7980935
"Stroke, not specified as haemorrhage or infarction",I64,"Warren County, Mississippi",28149,28,47485,58.96598926
"Stroke, not specified as haemorrhage or infarction",I64,"Washington County, Mississippi",28151,17,48130,35.32100561
"Stroke, not specified as haemorrhage or infarction",I64,"Yazoo County, Mississippi",28163,13,27387,47.46777668
"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,"Grenada County, Mississippi",28043,11,21578,50.97784781
"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,"Oktibbeha County, Mississippi",28105,11,49800,22.08835341
"Pneumonia, unspecified",J18.9,"Adams County, Mississippi",28001,19,31254,60.7922186
"Pneumonia, unspecified",J18.9,"Alcorn County, Mississippi",28003,19,37388,50.81844442
"Pneumonia, unspecified",J18.9,"Attala County, Mississippi",28007,13,19043,68.26655464
"Pneumonia, unspecified",J18.9,"DeSoto County, Mississippi",28033,33,173323,19.03959659
"Pneumonia, unspecified",J18.9,"Forrest County, Mississippi",28035,12,75944,15.80111661
"Pneumonia, unspecified",J18.9,"Hancock County, Mississippi",28045,13,46420,28.00517019
"Pneumonia, unspecified",J18.9,"Harrison County, Mississippi",28047,47,201410,23.33548483
"Pneumonia, unspecified",J18.9,"Hinds County, Mississippi",28049,37,242891,15.23317043
"Pneumonia, unspecified",J18.9,"Jackson County, Mississippi",28059,30,141425,21.21265689
"Pneumonia, unspecified",J18.9,"Jones County, Mississippi",28067,38,68215,55.70622297
"Pneumonia, unspecified",J18.9,"Lauderdale County, Mississippi",28075,36,78524,45.84585604
"Pneumonia, unspecified",J18.9,"Lee County, Mississippi",28081,16,85300,18.75732708
"Pneumonia, unspecified",J18.9,"Lincoln County, Mississippi",28085,12,34649,34.63303414
"Pneumonia, unspecified",J18.9,"Madison County, Mississippi",28089,21,103465,20.2967187
"Pneumonia, unspecified",J18.9,"Marion County, Mississippi",28091,11,25563,43.03094316
"Pneumonia, unspecified",J18.9,"Pike County, Mississippi",28113,12,39956,30.03303634
"Pneumonia, unspecified",J18.9,"Rankin County, Mississippi",28121,17,149039,11.4064104
"Pneumonia, unspecified",J18.9,"Simpson County, Mississippi",28127,12,27222,44.08199251
"Pneumonia, unspecified",J18.9,"Union County, Mississippi",28145,10,28429,35.17534912
"Pneumonia, unspecified",J18.9,"Warren County, Mississippi",28149,14,47485,29.48299463
Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,"DeSoto County, Mississippi",28033,17,173323,9.808277032
Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,"Hinds County, Mississippi",28049,11,242891,4.528780399
Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,"Jackson County, Mississippi",28059,14,141425,9.89923988
Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,"Rankin County, Mississippi",28121,10,149039,6.709653178
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Adams County, Mississippi",28001,10,31254,31.99590452
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Alcorn County, Mississippi",28003,28,37388,74.89033915
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Amite County, Mississippi",28005,13,12574,103.3879434
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Attala County, Mississippi",28007,21,19043,110.2767421
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Bolivar County, Mississippi",28011,14,33322,42.01428486
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Coahoma County, Mississippi",28027,22,24620,89.35824533
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Covington County, Mississippi",28031,16,19543,81.87074656
"Chronic obstructive pulmonary disease, unspecified",J44.9,"DeSoto County, Mississippi",28033,80,173323,46.1565978
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Forrest County, Mississippi",28035,34,75944,44.7698304
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Grenada County, Mississippi",28043,15,21578,69.51524701
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Hancock County, Mississippi",28045,36,46420,77.55277897
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Harrison County, Mississippi",28047,95,201410,47.16746934
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Hinds County, Mississippi",28049,72,242891,29.64292625
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Itawamba County, Mississippi",28057,21,23609,88.94912957
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Jackson County, Mississippi",28059,60,141425,42.42531377
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Jones County, Mississippi",28067,49,68215,71.83170857
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Lafayette County, Mississippi",28071,18,53154,33.86386725
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Lamar County, Mississippi",28073,27,60618,44.54122538
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Lauderdale County, Mississippi",28075,32,78524,40.75187204
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Leake County, Mississippi",28079,10,22763,43.93094056
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Lee County, Mississippi",28081,43,85300,50.41031653
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Leflore County, Mississippi",28083,13,30999,41.93683667
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Lincoln County, Mississippi",28085,17,34649,49.06346504
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Lowndes County, Mississippi",28087,44,59710,73.68949925
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Madison County, Mississippi",28089,49,103465,47.35901029
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Marion County, Mississippi",28091,21,25563,82.1499824
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Marshall County, Mississippi",28093,16,35916,44.54839069
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Monroe County, Mississippi",28095,28,35827,78.15334803
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Montgomery County, Mississippi",28097,12,10152,118.2033097
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Neshoba County, Mississippi",28099,22,29463,74.66992499
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Oktibbeha County, Mississippi",28105,11,49800,22.08835341
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Panola County, Mississippi",28107,23,34167,67.31641643
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Pearl River County, Mississippi",28109,44,55191,79.72314327
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Pike County, Mississippi",28113,15,39956,37.54129542
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Pontotoc County, Mississippi",28115,29,30908,93.82684095
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Prentiss County, Mississippi",28117,18,25459,70.70191288
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Rankin County, Mississippi",28121,50,149039,33.54826589
